file_name,rotation_hz,sample_rate,col,label,test_measure
14.5408.csv,14.5408,50000,5,17,0g
14.5408.csv,14.5408,50000,6,17,0g
38.2976.csv,38.2976,50000,1,17,0g
38.2976.csv,38.2976,50000,2,17,0g
38.2976.csv,38.2976,50000,3,17,0g
38.2976.csv,38.2976,50000,4,17,0g
38.2976.csv,38.2976,50000,5,17,0g
38.2976.csv,38.2976,50000,6,17,0g
24.3712.csv,24.3712,50000,1,17,0g
24.3712.csv,24.3712,50000,2,17,0g
24.3712.csv,24.3712,50000,3,17,0g
24.3712.csv,24.3712,50000,4,17,0g
24.3712.csv,24.3712,50000,5,17,0g
24.3712.csv,24.3712,50000,6,17,0g
51.6096.csv,51.6096,50000,1,17,0g
51.6096.csv,51.6096,50000,2,17,0g
51.6096.csv,51.6096,50000,3,17,0g
51.6096.csv,51.6096,50000,4,17,0g
51.6096.csv,51.6096,50000,5,17,0g
51.6096.csv,51.6096,50000,6,17,0g
17.408.csv,17.408,50000,1,17,0g
17.408.csv,17.408,50000,2,17,0g
17.408.csv,17.408,50000,3,17,0g
17.408.csv,17.408,50000,4,17,0g
17.408.csv,17.408,50000,5,17,0g
17.408.csv,17.408,50000,6,17,0g
34.816.csv,34.816,50000,1,17,0g
34.816.csv,34.816,50000,2,17,0g
34.816.csv,34.816,50000,3,17,0g
34.816.csv,34.816,50000,4,17,0g
34.816.csv,34.816,50000,5,17,0g
34.816.csv,34.816,50000,6,17,0g
45.4656.csv,45.4656,50000,1,17,0g
45.4656.csv,45.4656,50000,2,17,0g
45.4656.csv,45.4656,50000,3,17,0g
45.4656.csv,45.4656,50000,4,17,0g
45.4656.csv,45.4656,50000,5,17,0g
45.4656.csv,45.4656,50000,6,17,0g
21.2992.csv,21.2992,50000,1,17,0g
21.2992.csv,21.2992,50000,2,17,0g
21.2992.csv,21.2992,50000,3,17,0g
21.2992.csv,21.2992,50000,4,17,0g
21.2992.csv,21.2992,50000,5,17,0g
21.2992.csv,21.2992,50000,6,17,0g
55.0912.csv,55.0912,50000,1,17,0g
55.0912.csv,55.0912,50000,2,17,0g
55.0912.csv,55.0912,50000,3,17,0g
55.0912.csv,55.0912,50000,4,17,0g
55.0912.csv,55.0912,50000,5,17,0g
55.0912.csv,55.0912,50000,6,17,0g
13.312.csv,13.312,50000,1,17,0g
13.312.csv,13.312,50000,2,17,0g
13.312.csv,13.312,50000,3,17,0g
13.312.csv,13.312,50000,4,17,0g
13.312.csv,13.312,50000,5,17,0g
13.312.csv,13.312,50000,6,17,0g
27.4432.csv,27.4432,50000,1,17,0g
27.4432.csv,27.4432,50000,2,17,0g
27.4432.csv,27.4432,50000,3,17,0g
27.4432.csv,27.4432,50000,4,17,0g
27.4432.csv,27.4432,50000,5,17,0g
27.4432.csv,27.4432,50000,6,17,0g
42.3936.csv,42.3936,50000,1,17,0g
42.3936.csv,42.3936,50000,2,17,0g
42.3936.csv,42.3936,50000,3,17,0g
42.3936.csv,42.3936,50000,4,17,0g
42.3936.csv,42.3936,50000,5,17,0g
42.3936.csv,42.3936,50000,6,17,0g
18.2272.csv,18.2272,50000,1,17,0g
18.2272.csv,18.2272,50000,2,17,0g
18.2272.csv,18.2272,50000,3,17,0g
18.2272.csv,18.2272,50000,4,17,0g
18.2272.csv,18.2272,50000,5,17,0g
18.2272.csv,18.2272,50000,6,17,0g
23.9616.csv,23.9616,50000,1,17,0g
23.9616.csv,23.9616,50000,2,17,0g
23.9616.csv,23.9616,50000,3,17,0g
23.9616.csv,23.9616,50000,4,17,0g
23.9616.csv,23.9616,50000,5,17,0g
23.9616.csv,23.9616,50000,6,17,0g
48.5376.csv,48.5376,50000,1,17,0g
48.5376.csv,48.5376,50000,2,17,0g
48.5376.csv,48.5376,50000,3,17,0g
48.5376.csv,48.5376,50000,4,17,0g
48.5376.csv,48.5376,50000,5,17,0g
48.5376.csv,48.5376,50000,6,17,0g
20.6848.csv,20.6848,50000,1,17,0g
20.6848.csv,20.6848,50000,2,17,0g
20.6848.csv,20.6848,50000,3,17,0g
20.6848.csv,20.6848,50000,4,17,0g
20.6848.csv,20.6848,50000,5,17,0g
20.6848.csv,20.6848,50000,6,17,0g
61.2352.csv,61.2352,50000,1,17,0g
61.2352.csv,61.2352,50000,2,17,0g
61.2352.csv,61.2352,50000,3,17,0g
61.2352.csv,61.2352,50000,4,17,0g
61.2352.csv,61.2352,50000,5,17,0g
61.2352.csv,61.2352,50000,6,17,0g
15.5648.csv,15.5648,50000,1,17,0g
15.5648.csv,15.5648,50000,2,17,0g
15.5648.csv,15.5648,50000,3,17,0g
15.5648.csv,15.5648,50000,4,17,0g
15.5648.csv,15.5648,50000,5,17,0g
15.5648.csv,15.5648,50000,6,17,0g
57.7536.csv,57.7536,50000,1,17,0g
57.7536.csv,57.7536,50000,2,17,0g
57.7536.csv,57.7536,50000,3,17,0g
57.7536.csv,57.7536,50000,4,17,0g
57.7536.csv,57.7536,50000,5,17,0g
57.7536.csv,57.7536,50000,6,17,0g
32.768.csv,32.768,50000,1,17,0g
32.768.csv,32.768,50000,2,17,0g
32.768.csv,32.768,50000,3,17,0g
32.768.csv,32.768,50000,4,17,0g
32.768.csv,32.768,50000,5,17,0g
32.768.csv,32.768,50000,6,17,0g
36.2496.csv,36.2496,50000,1,17,0g
36.2496.csv,36.2496,50000,2,17,0g
36.2496.csv,36.2496,50000,3,17,0g
36.2496.csv,36.2496,50000,4,17,0g
36.2496.csv,36.2496,50000,5,17,0g
36.2496.csv,36.2496,50000,6,17,0g
55.9104.csv,55.9104,50000,1,17,0g
55.9104.csv,55.9104,50000,2,17,0g
55.9104.csv,55.9104,50000,3,17,0g
55.9104.csv,55.9104,50000,4,17,0g
55.9104.csv,55.9104,50000,5,17,0g
55.9104.csv,55.9104,50000,6,17,0g
44.4416.csv,44.4416,50000,1,17,0g
44.4416.csv,44.4416,50000,2,17,0g
44.4416.csv,44.4416,50000,3,17,0g
44.4416.csv,44.4416,50000,4,17,0g
44.4416.csv,44.4416,50000,5,17,0g
44.4416.csv,44.4416,50000,6,17,0g
43.4176.csv,43.4176,50000,1,17,0g
43.4176.csv,43.4176,50000,2,17,0g
43.4176.csv,43.4176,50000,3,17,0g
43.4176.csv,43.4176,50000,4,17,0g
43.4176.csv,43.4176,50000,5,17,0g
43.4176.csv,43.4176,50000,6,17,0g
58.5728.csv,58.5728,50000,1,17,0g
58.5728.csv,58.5728,50000,2,17,0g
58.5728.csv,58.5728,50000,3,17,0g
58.5728.csv,58.5728,50000,4,17,0g
58.5728.csv,58.5728,50000,5,17,0g
58.5728.csv,58.5728,50000,6,17,0g
53.6576.csv,53.6576,50000,1,17,0g
53.6576.csv,53.6576,50000,2,17,0g
53.6576.csv,53.6576,50000,3,17,0g
53.6576.csv,53.6576,50000,4,17,0g
53.6576.csv,53.6576,50000,5,17,0g
53.6576.csv,53.6576,50000,6,17,0g
37.4784.csv,37.4784,50000,1,17,0g
37.4784.csv,37.4784,50000,2,17,0g
37.4784.csv,37.4784,50000,3,17,0g
37.4784.csv,37.4784,50000,4,17,0g
37.4784.csv,37.4784,50000,5,17,0g
37.4784.csv,37.4784,50000,6,17,0g
50.5856.csv,50.5856,50000,1,17,0g
50.5856.csv,50.5856,50000,2,17,0g
50.5856.csv,50.5856,50000,3,17,0g
50.5856.csv,50.5856,50000,4,17,0g
50.5856.csv,50.5856,50000,5,17,0g
50.5856.csv,50.5856,50000,6,17,0g
25.6.csv,25.6,50000,1,17,0g
25.6.csv,25.6,50000,2,17,0g
25.6.csv,25.6,50000,3,17,0g
25.6.csv,25.6,50000,4,17,0g
25.6.csv,25.6,50000,5,17,0g
25.6.csv,25.6,50000,6,17,0g
58.9824.csv,58.9824,50000,1,17,0g
58.9824.csv,58.9824,50000,2,17,0g
58.9824.csv,58.9824,50000,3,17,0g
58.9824.csv,58.9824,50000,4,17,0g
58.9824.csv,58.9824,50000,5,17,0g
58.9824.csv,58.9824,50000,6,17,0g
16.5888.csv,16.5888,50000,1,17,0g
16.5888.csv,16.5888,50000,2,17,0g
16.5888.csv,16.5888,50000,3,17,0g
16.5888.csv,16.5888,50000,4,17,0g
16.5888.csv,16.5888,50000,5,17,0g
16.5888.csv,16.5888,50000,6,17,0g
30.9248.csv,30.9248,50000,1,17,0g
30.9248.csv,30.9248,50000,2,17,0g
30.9248.csv,30.9248,50000,3,17,0g
30.9248.csv,30.9248,50000,4,17,0g
30.9248.csv,30.9248,50000,5,17,0g
30.9248.csv,30.9248,50000,6,17,0g
29.4912.csv,29.4912,50000,1,17,0g
29.4912.csv,29.4912,50000,2,17,0g
29.4912.csv,29.4912,50000,3,17,0g
29.4912.csv,29.4912,50000,4,17,0g
29.4912.csv,29.4912,50000,5,17,0g
29.4912.csv,29.4912,50000,6,17,0g
47.5136.csv,47.5136,50000,1,17,0g
47.5136.csv,47.5136,50000,2,17,0g
47.5136.csv,47.5136,50000,3,17,0g
47.5136.csv,47.5136,50000,4,17,0g
47.5136.csv,47.5136,50000,5,17,0g
47.5136.csv,47.5136,50000,6,17,0g
46.4896.csv,46.4896,50000,1,17,0g
46.4896.csv,46.4896,50000,2,17,0g
46.4896.csv,46.4896,50000,3,17,0g
46.4896.csv,46.4896,50000,4,17,0g
46.4896.csv,46.4896,50000,5,17,0g
46.4896.csv,46.4896,50000,6,17,0g
56.5248.csv,56.5248,50000,1,17,35g
56.5248.csv,56.5248,50000,2,17,35g
56.5248.csv,56.5248,50000,3,17,35g
56.5248.csv,56.5248,50000,4,17,35g
56.5248.csv,56.5248,50000,5,17,35g
56.5248.csv,56.5248,50000,6,17,35g
39.5264.csv,39.5264,50000,1,17,35g
39.5264.csv,39.5264,50000,2,17,35g
39.5264.csv,39.5264,50000,3,17,35g
39.5264.csv,39.5264,50000,4,17,35g
39.5264.csv,39.5264,50000,5,17,35g
39.5264.csv,39.5264,50000,6,17,35g
15.36.csv,15.36,50000,1,17,35g
15.36.csv,15.36,50000,2,17,35g
15.36.csv,15.36,50000,3,17,35g
15.36.csv,15.36,50000,4,17,35g
15.36.csv,15.36,50000,5,17,35g
15.36.csv,15.36,50000,6,17,35g
49.7664.csv,49.7664,50000,1,17,35g
49.7664.csv,49.7664,50000,2,17,35g
49.7664.csv,49.7664,50000,3,17,35g
49.7664.csv,49.7664,50000,4,17,35g
49.7664.csv,49.7664,50000,5,17,35g
49.7664.csv,49.7664,50000,6,17,35g
35.2256.csv,35.2256,50000,1,17,35g
35.2256.csv,35.2256,50000,2,17,35g
35.2256.csv,35.2256,50000,3,17,35g
35.2256.csv,35.2256,50000,4,17,35g
35.2256.csv,35.2256,50000,5,17,35g
35.2256.csv,35.2256,50000,6,17,35g
40.5504.csv,40.5504,50000,1,17,35g
40.5504.csv,40.5504,50000,2,17,35g
40.5504.csv,40.5504,50000,3,17,35g
