file_name,bearing_code,sample_rate,rotation_hz,normal,intensity,fault
35Hz12kN/Bearing1_1/26.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/27.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/28.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/29.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/30.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/31.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/32.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/33.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/34.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/35.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/36.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/37.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/38.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/39.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/40.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/41.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/42.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/43.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/44.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/45.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/46.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/47.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/48.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/49.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/50.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/51.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/52.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/53.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/54.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/55.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/56.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/57.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/58.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/59.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/60.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/61.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/62.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/63.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/64.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/65.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/66.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/67.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/68.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/69.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/70.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/71.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/72.csv,Bearing1_1,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_1/73.csv,Bearing1_1,25600,35.0,False,25,Outer Race
35Hz12kN/Bearing1_1/74.csv,Bearing1_1,25600,35.0,False,25,Outer Race
35Hz12kN/Bearing1_1/75.csv,Bearing1_1,25600,35.0,False,25,Outer Race
35Hz12kN/Bearing1_1/76.csv,Bearing1_1,25600,35.0,False,25,Outer Race
35Hz12kN/Bearing1_1/77.csv,Bearing1_1,25600,35.0,False,25,Outer Race
35Hz12kN/Bearing1_1/78.csv,Bearing1_1,25600,35.0,False,50,Outer Race
35Hz12kN/Bearing1_1/79.csv,Bearing1_1,25600,35.0,False,50,Outer Race
35Hz12kN/Bearing1_1/80.csv,Bearing1_1,25600,35.0,False,50,Outer Race
35Hz12kN/Bearing1_1/81.csv,Bearing1_1,25600,35.0,False,75,Outer Race
35Hz12kN/Bearing1_1/82.csv,Bearing1_1,25600,35.0,False,75,Outer Race
35Hz12kN/Bearing1_1/83.csv,Bearing1_1,25600,35.0,False,75,Outer Race
35Hz12kN/Bearing1_1/84.csv,Bearing1_1,25600,35.0,False,75,Outer Race
35Hz12kN/Bearing1_1/85.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/86.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/87.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/88.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/89.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/90.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/91.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/92.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/93.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/94.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/95.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/96.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/97.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/98.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/99.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/100.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/101.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/102.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/103.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/104.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/105.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/106.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/107.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/108.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/109.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/110.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/111.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/112.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/113.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/114.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/115.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/116.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/117.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/118.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/119.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/120.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/121.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/122.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_1/123.csv,Bearing1_1,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/1.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/2.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/3.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/4.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/5.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/6.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/7.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/8.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/9.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/10.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/11.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/12.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/13.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/14.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/15.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/16.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/17.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/18.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/19.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/20.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/21.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/22.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/23.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/24.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/25.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/26.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/27.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/28.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/29.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/30.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/31.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/32.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/33.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/34.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/35.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/36.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/37.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/38.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/39.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/40.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/41.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/42.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/43.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/44.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/45.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/46.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/47.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/48.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/49.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/50.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/51.csv,Bearing1_2,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_2/52.csv,Bearing1_2,25600,35.0,False,25,Outer Race
35Hz12kN/Bearing1_2/53.csv,Bearing1_2,25600,35.0,False,25,Outer Race
35Hz12kN/Bearing1_2/54.csv,Bearing1_2,25600,35.0,False,25,Outer Race
35Hz12kN/Bearing1_2/55.csv,Bearing1_2,25600,35.0,False,25,Outer Race
35Hz12kN/Bearing1_2/56.csv,Bearing1_2,25600,35.0,False,25,Outer Race
35Hz12kN/Bearing1_2/57.csv,Bearing1_2,25600,35.0,False,50,Outer Race
35Hz12kN/Bearing1_2/58.csv,Bearing1_2,25600,35.0,False,50,Outer Race
35Hz12kN/Bearing1_2/59.csv,Bearing1_2,25600,35.0,False,50,Outer Race
35Hz12kN/Bearing1_2/60.csv,Bearing1_2,25600,35.0,False,75,Outer Race
35Hz12kN/Bearing1_2/61.csv,Bearing1_2,25600,35.0,False,75,Outer Race
35Hz12kN/Bearing1_2/62.csv,Bearing1_2,25600,35.0,False,75,Outer Race
35Hz12kN/Bearing1_2/63.csv,Bearing1_2,25600,35.0,False,75,Outer Race
35Hz12kN/Bearing1_2/64.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/65.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/66.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/67.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/68.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/69.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/70.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/71.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/72.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/73.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/74.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/75.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/76.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/77.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/78.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/79.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/80.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/81.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/82.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/83.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/84.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/85.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/86.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/87.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/88.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/89.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/90.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/91.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/92.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/93.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/94.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/95.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/96.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/97.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/98.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/99.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/100.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/101.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/102.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/103.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/104.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/105.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/106.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/107.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/108.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/109.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/110.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/111.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/112.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/113.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/114.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/115.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/116.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/117.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/118.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/119.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/120.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/121.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/122.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/123.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/124.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/125.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/126.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/127.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/128.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/129.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/130.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/131.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/132.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/133.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/134.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/135.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/136.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/137.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/138.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/139.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/140.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/141.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/142.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/143.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/144.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/145.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/146.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/147.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/148.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/149.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/150.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/151.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/152.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/153.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/154.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/155.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/156.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/157.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/158.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/159.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/160.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_2/161.csv,Bearing1_2,25600,35.0,False,100,Outer Race
35Hz12kN/Bearing1_3/1.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/2.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/3.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/4.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/5.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/6.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/7.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/8.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/9.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/10.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/11.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/12.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/13.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/14.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/15.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/16.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/17.csv,Bearing1_3,25600,35.0,True,0,Outer Race
35Hz12kN/Bearing1_3/18.csv,Bearing1_3,25600,35.0,True,0,Outer Race
